Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL,Gen_AI_Technology
6a0a8e842c7ce99d92d73f5b4f612b60c11fa630,The Influence of Physical Activity and Carbohydrate Management on Glycemic Control in Type 1 Diabetes: Exploring the Potential of Artificial Intelligence in Diabetes Care,Kamil Dziekoński; Michał Popiel; Iga Wieczorek; Paweł Cybulski; Kamila Smala; Justyna Ostojewska; Katarzyna Bień; Adam Szafranek; Wiktoria Wacławek; Iga Kwiecień; Karolina Bartoszewska,2025.0,2025-05-05,Quality in Sport,0,Semantic Scholar,"Purpose: Managing Type 1 Diabetes Mellitus (T1DM) involves balancing mental health, diet, and physical activity (PA). For T1DM patients, maintaining stable glucose levels is difficult due to the risk of both low blood sugar after meals (postprandial hypoglycemia) and complications from high blood sugar (hyperglycemia). This study explores how PA influences glucose regulation and examines carbohydrate intake strategies, control methods, and the potential role of artificial intelligence (AI) in diabetes management. 
Design/methodology/approach: A systematic review of studies on exercise, diet, and glycemic control in T1DM patients was conducted. Data from meta-analyses, randomized trials, and observational studies were sourced from PubMed, Google Scholar, and ResearchGate. 
Findings: Regular PA improves glycemic control, lowering glycated hemoglobin (HbA1c), insulin needs, and body mass index (BMI). Structured high-intensity exercise programs lasting over 24 weeks are particularly effective for glycemic control. However, fear of hypoglycemia and work schedules can be barriers. Aerobic exercise reduces visceral fat, while anaerobic exercise enhances glucose uptake and insulin sensitivity.",https://www.semanticscholar.org/paper/6a0a8e842c7ce99d92d73f5b4f612b60c11fa630,None
da0fdddc4c35cc117c49aa161e630e9971562660,PSYCHOLOGY AND ARTIFICIAL INTELLIGENCE: IMPLICATIONS FOR HUMAN-COMPUTER INTERACTION AND MENTAL HEALTH SUPPORT,A.S. Gabdrakhman,2024.0,2024-10-01,BULLETIN Series Psychology,0,Semantic Scholar,"The article seeks to explore the intersection between psychology and artificial intelligence (AI), with a particular emphasis on human-computer interaction (HCI) and its role in mental health support. By investigating AI-driven systems, the research aims to uncover how these technologies can complement traditional psychological therapies, offering new ways to enhance both therapeutic processes and the overall user experience through advanced HCI techniques. The study combines an in-depth literature review with an analysis of existing AI-driven mental health support systems, alongside an exploration of novel methodologies emerging in the field. The findings emphasize the increasing significance of AI in the domain of psychology, highlighting its potential to revolutionize mental health care practices. Moreover, the study underscores the critical need for interdisciplinary research to better understand and optimize the integration of AI into psychological frameworks, ensuring both ethical and effective applications that benefit patients and professionals alike.",https://www.semanticscholar.org/paper/da0fdddc4c35cc117c49aa161e630e9971562660,None
50990ec4e9ab4660a5bc058b00d61c890b0440a2,Interpretable Anxiety Detection and Optimization Using BOKHARI Hybrid Model: A Study on the Integration of Explainable AI in Mental Health Care,M. Bokhari; Gaurav Yadav; Labiba Firdous Laskar; Md. Zeyauddin; Malek Alzoubi,2025.0,2025-04-02,International Conference on Computing for Sustainable Global Development,0,Semantic Scholar,"The anxiety disorders require the need for contemporary and easily comprehensible treatment. The role of artificial intelligence, specifically machine learning algorithms that can accurately predict and identify them, becomes useful. By incorporating the Explainable AI (XAI) approach, this study presents the BOKHARI Hybrid model, which enhances the clinical implementation and role of deep learning frameworks for anxiety detection at an early stage. The BOKHARI Hybrid model includes the base classifier of machine learning, including Support Vector Machines (SVM), Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), and Logistic Regression. The significance of the BOKHARI hybrid model lies in its performance metrics as it attained an F 1 -score of 85.3%, recall of 86.2%, accuracy of $\mathbf{8 5. 3 \%}$, and precision of $\mathbf{8 4. 5 \%}$. The novelty of this study lies in the incorporation of XAI as it enhances the interpretability in mental health diagnostics, analyzes the patterns, and proposes a better treatment at an early stage. This study also outlines the necessity of further improvement of this model, including multimodal data integration and real-time monitoring for an advanced form of the framework. The BOKHARI model not only strengthens the relationship between technology and mental health treatment by advancing the AI-driven mental health diagnosis but also opens several ways for effective diagnostic tools for better treatment.",https://www.semanticscholar.org/paper/50990ec4e9ab4660a5bc058b00d61c890b0440a2,None
474c09f994da22b6b87dcf46408194710996b83c,"Applications, Challenges, and Future Perspectives of Artificial Intelligence in Psychopharmacology, Psychological Disorders and Physiological Psychology: A Comprehensive Review",Mohammad Hossein Salemi; Elham Foroozandeh; Molouk Khademi Ashkzari,2025.0,2025-04-29,Journal of Pharmacy and Bioallied Sciences,2,Semantic Scholar,"ABSTRACT Artificial Intelligence (AI) is revolutionizing psychopharmacology and psychological research, enhancing diagnostics, treatments, and accessibility. This review examines AI’s transformative role, applications, challenges, and future directions in these fields. AI tools improve diagnostic accuracy by analyzing brain imaging, health records, and behavioral data, enabling precise identification of disorders like depression and schizophrenia. Personalized medicine, powered by AI, predicts individual medication responses, minimizing side effects and optimizing outcomes. Innovative therapies, such as virtual psychotherapists and AI-assisted social robots, expand access to mental health care in underserved areas. AI in psycho-radiology leverages brain imaging for tailored interventions and treatment prediction, while wearable technologies and digital phenotyping enable real-time mental health monitoring and early intervention. However, challenges persist, including data privacy, algorithmic bias, ethical dilemmas, and regulatory hurdles, emphasizing the need for robust governance. Future advancements include refining diagnostics through machine learning and natural language processing and integrating collaborative AI models for holistic, personalized care. Ensuring ethical, transparent, and culturally sensitive applications is essential for trust and sustainability. This review aims to explore the transformative potential of AI in psychopharmacology and psychological research, highlighting its ability to revolutionize mental health care while addressing the challenges inherent to its adoption and implementation.",https://www.semanticscholar.org/paper/474c09f994da22b6b87dcf46408194710996b83c,None
691a7b602d8ae9e55b2616f0502cd724df319246,Your robot therapist is not your therapist: understanding the role of AI-powered mental health chatbots,Zoha Khawaja; J. Bélisle-Pipon,2023.0,2023-11-08,Frontiers Digit. Health,79,Semantic Scholar,"Artificial intelligence (AI)-powered chatbots have the potential to substantially increase access to affordable and effective mental health services by supplementing the work of clinicians. Their 24/7 availability and accessibility through a mobile phone allow individuals to obtain help whenever and wherever needed, overcoming financial and logistical barriers. Although psychological AI chatbots have the ability to make significant improvements in providing mental health care services, they do not come without ethical and technical challenges. Some major concerns include providing inadequate or harmful support, exploiting vulnerable populations, and potentially producing discriminatory advice due to algorithmic bias. However, it is not always obvious for users to fully understand the nature of the relationship they have with chatbots. There can be significant misunderstandings about the exact purpose of the chatbot, particularly in terms of care expectations, ability to adapt to the particularities of users and responsiveness in terms of the needs and resources/treatments that can be offered. Hence, it is imperative that users are aware of the limited therapeutic relationship they can enjoy when interacting with mental health chatbots. Ignorance or misunderstanding of such limitations or of the role of psychological AI chatbots may lead to a therapeutic misconception (TM) where the user would underestimate the restrictions of such technologies and overestimate their ability to provide actual therapeutic support and guidance. TM raises major ethical concerns that can exacerbate one's mental health contributing to the global mental health crisis. This paper will explore the various ways in which TM can occur particularly through inaccurate marketing of these chatbots, forming a digital therapeutic alliance with them, receiving harmful advice due to bias in the design and algorithm, and the chatbots inability to foster autonomy with patients.",https://www.semanticscholar.org/paper/691a7b602d8ae9e55b2616f0502cd724df319246,None
e54df13a414fa07fc8a525cf31b4846c687fa25e,Artificial Intelligence as a Potential Catalyst to a More Equitable Cancer Care,Sebastian Garcia-Saiso; Myrna Marti; Karina Pesce; Silvana Luciani; Oscar J. Mujica; Anselm Hennis; Marcelo D'agostino,2024.0,2024-02-10,JMIR Cancer,10,Semantic Scholar,"As we enter the era of digital interdependence, artificial intelligence (AI) emerges as a key instrument to transform health care and address disparities and barriers in access to services. This viewpoint explores AI's potential to reduce inequalities in cancer care by improving diagnostic accuracy, optimizing resource allocation, and expanding access to medical care, especially in underserved communities. Despite persistent barriers, such as socioeconomic and geographical disparities, AI can significantly improve health care delivery. Key applications include AI-driven health equity monitoring, predictive analytics, mental health support, and personalized medicine. This viewpoint highlights the need for inclusive development practices and ethical considerations to ensure diverse data representation and equitable access. Emphasizing the role of AI in cancer care, especially in low- and middle-income countries, we underscore the importance of collaborative and multidisciplinary efforts to integrate AI effectively and ethically into health systems. This call to action highlights the need for further research on user experiences and the unique social, cultural, and political barriers to AI implementation in cancer care.",https://www.semanticscholar.org/paper/e54df13a414fa07fc8a525cf31b4846c687fa25e,None
549b58369158f40f557c8f5e1255bf56c3a67f86,Assistive technology using artificial intelligence in the long-term care sector for persons with disabilities: A systematic literature review,Melanie Schaur; Kerstin Matausch-Mahr,2025.0,2025-07-03,Technology and Disability,0,Semantic Scholar,"Assistive technology (AT) and artificial intelligence (AI) are topics that are becoming increasingly important in the context of long-term care (LTC). The literature discusses various so-called intelligent assistive technologies (IATs) in relation to persons with disabilities, people with chronic diseases and people with mental health problems. These technologies aim to improve the quality of life of those affected. The aim of this paper is to provide an overview of IATs used by service users in the LTC sector and to identify emerging issues related to the use of these technologies. To achieve this, a systematic literature review was conducted. The findings show that IATs are increasingly recognized for their role in enhancing quality of life for users and supporting caregivers in LTC, but their deployment raises critical issues such as ethics, privacy, and responsible innovation. The literature highlights the need for updated policies to address technical, regulatory, and practical challenges, while also identifying gaps in long-term impact research and technology integration strategies.",https://www.semanticscholar.org/paper/549b58369158f40f557c8f5e1255bf56c3a67f86,None
188084479d56c65f49174e14ee9e282e2bdf9050,SentiSync: A Robust System for Sentiment Detection and Analyzing the Mental Health Care with ML-Driven Algorithms,Sinchana B U; Thanushree G Hiremath; Priyanka. H. V.,2024.0,2024-02-05,"International Journal of Advanced Research in Science, Communication and Technology",0,Semantic Scholar,"The integration of artificial intelligence (AI) in mental health care represents a paradigm shift in the management and understanding of mental health disorders. This abstract explores the multifaceted applications of AI in mental health, emphasizing its potential to revolutionize diagnosis, treatment, and overall patient care. AI technologies, such as machine learning algorithms and natural language processing, exhibit remarkable capabilities in analysing vast datasets, identifying patterns, and extracting meaningful insights from diverse sources. In mental health, these technologies play a important role in early detection and accurate diagnosis of psychiatric conditions. By analysing a myriad of behavioural, biological, and contextual factors, AI models can provide more precise and personalized diagnostic assessments, reducing the reliance on subjective evaluations. Furthermore, AI-driven interventions are reshaping treatment approaches in mental health care. Virtual mental health assistants, powered by AI, offer scalable and accessible support, providing timely interventions and monitoring patients' well-being. Chatbots and virtual therapists equipped with sentiment analysis can involve users in natural conversations, offering empathy and support while continuously learning and adapting to individual needs",https://www.semanticscholar.org/paper/188084479d56c65f49174e14ee9e282e2bdf9050,None
e2b01562fe6f3b703ff261655130da53f1f1c393,How Can Integrating Artificial Intelligence Technologies Advance Mental Health and Wellness in Malaysian Healthcare Systems and Enhance Societal Well-Being?,Jack Ng; Kok Wah,2025.0,2025-05-20,Archives of Women Health and Care,0,Semantic Scholar,"The global mental health crisis, exacerbated by the pandemic, underscores the urgent need for innovative solutions. With approximately one in eight individuals experiencing a mental disorder, this review assesses the role of Artificial Intelligence (AI) in enhancing mental health care, particularly in Malaysia, where stigma, accessibility issues, and resource shortages hinder traditional services. A systematic literature review was conducted using databases such as PubMed and Scopus, focusing on studies published from 2022 to 2024. The review identified key AI applications, including chatbots and predictive analytics, which offer personalized and accessible mental health support. Results indicated that AI-driven solutions, exemplified by tools like “Chatbot Rakan Sihat,” significantly improve engagement and mental health outcomes for underserved populations. Ethical concerns regarding data privacy and algorithmic bias were highlighted as critical challenges in AI integration. The findings emphasize AI’s potential to reduce stigma and enhance service delivery in Malaysia’s mental health landscape. This review’s novelty lies in its focus on local implementation and ethical considerations, contributing to ongoing discourse on AI’s integration into mental health care. Future research should investigate the long-term effectiveness of AI interventions, user experiences, and collaborative efforts to establish regulatory frameworks that prioritize patient welfare while optimizing mental health care accessibility and effectiveness.",https://www.semanticscholar.org/paper/e2b01562fe6f3b703ff261655130da53f1f1c393,None
08e23dfd79888f5bee4d04ae99cf52607a166955,Artificial Intelligence for Psychotherapy: A Review of the Current State and Future Directions,M. J. Beg; Mohit Verma; V. M.; Manish Kumar Verma,2024.0,2024-07-28,Indian Journal of Psychological Medicine,21,Semantic Scholar,"Purpose of the Review: Psychotherapy is crucial for addressing mental health issues but is often limited by accessibility and quality. Artificial intelligence (AI) offers innovative solutions, such as automated systems for increased availability and personalized treatments to improve psychotherapy. Nonetheless, ethical concerns about AI integration in mental health care remain. This narrative review explores the literature on AI applications in psychotherapy, focusing on their mechanisms, effectiveness, and ethical implications, particularly for depressive and anxiety disorders. Collection and Analysis of Data: A review was conducted, spanning studies from January 2009 to December 2023, focusing on empirical evidence of AI’s impact on psychotherapy. Following PRISMA guidelines, the authors independently screened and selected relevant articles. The analysis of 28 studies provided a comprehensive understanding of AI’s role in the field. The results suggest that AI can enhance psychotherapy interventions for people with anxiety and depression, especially chatbots and internet-based cognitive-behavioral therapy. However, to achieve optimal outcomes, the ethical integration of AI necessitates resolving concerns about privacy, trust, and interaction between humans and AI. Conclusion: The study emphasizes the potential of AI-powered cognitive-behavioral therapy and conversational chatbots to address symptoms of anxiety and depression effectively. The article highlights the importance of cautiously integrating AI into mental health services, considering privacy, trust, and the relationship between humans and AI. This integration should prioritize patient well-being and assist mental health professionals while also considering ethical considerations and the prospective benefits of AI.",https://www.semanticscholar.org/paper/08e23dfd79888f5bee4d04ae99cf52607a166955,None
de80423ac254352fe0e978931303e3ee67ba154a,"Responsible Design, Integration, and Use of Generative AI in Mental Health",Oren Asman; J. Torous; A. Tal,2024.0,2024-12-21,JMIR Mental Health,7,Semantic Scholar,"Abstract Generative artificial intelligence (GenAI) shows potential for personalized care, psychoeducation, and even crisis prediction in mental health, yet responsible use requires ethical consideration and deliberation and perhaps even governance. This is the first published theme issue focused on responsible GenAI in mental health. It brings together evidence and insights on GenAI’s capabilities, such as emotion recognition, therapy-session summarization, and risk assessment, while highlighting the sensitive nature of mental health data and the need for rigorous validation. Contributors discuss how bias, alignment with human values, transparency, and empathy must be carefully addressed to ensure ethically grounded, artificial intelligence–assisted care. By proposing conceptual frameworks; best practices; and regulatory approaches, including ethics of care and the preservation of socially important humanistic elements, this theme issue underscores that GenAI can complement, rather than replace, the vital role of human empathy in clinical settings. To achieve this, an ongoing collaboration between researchers, clinicians, policy makers, and technologists is essential.",https://www.semanticscholar.org/paper/de80423ac254352fe0e978931303e3ee67ba154a,Generative AI
21fd2a01c5b68b1de2e6786d8613564ffb64d081,Describing the Framework for AI Tool Assessment in Mental Health and Applying It to a Generative AI Obsessive-Compulsive Disorder Platform: Tutorial,Ashleigh Golden; Elias Aboujaoude,2024.0,2024-10-18,JMIR Formative Research,8,Semantic Scholar,"As artificial intelligence (AI) technologies occupy a bigger role in psychiatric and psychological care and become the object of increased research attention, industry investment, and public scrutiny, tools for evaluating their clinical, ethical, and user-centricity standards have become essential. In this paper, we first review the history of rating systems used to evaluate AI mental health interventions. We then describe the recently introduced Framework for AI Tool Assessment in Mental Health (FAITA-Mental Health), whose scoring system allows users to grade AI mental health platforms on key domains, including credibility, user experience, crisis management, user agency, health equity, and transparency. Finally, we demonstrate the use of FAITA-Mental Health scale by systematically applying it to OCD Coach, a generative AI tool readily available on the ChatGPT store and designed to help manage the symptoms of obsessive-compulsive disorder. The results offer insights into the utility and limitations of FAITA-Mental Health when applied to “real-world” generative AI platforms in the mental health space, suggesting that the framework effectively identifies key strengths and gaps in AI-driven mental health tools, particularly in areas such as credibility, user experience, and acute crisis management. The results also highlight the need for stringent standards to guide AI integration into mental health care in a manner that is not only effective but also safe and protective of the users’ rights and welfare.",https://www.semanticscholar.org/paper/21fd2a01c5b68b1de2e6786d8613564ffb64d081,"Generative AI, ChatGPT"
516d76eb4547667ff9191853afc407fedb0564e4,Foundation Models -- A Panacea for Artificial Intelligence in Pathology?,N. Mulliqi; A. Blilie; X. Ji; K. Szolnoky; Henrik Olsson; S. E. Boman; Matteo Titus; Geraldine Martinez Gonzalez; Julia Anna Mielcarz; Masi Valkonen; E. Gudlaugsson; S. R. Kjosavik; José Asenjo; Marcello Gambacorta; Paolo Libretti; Marcin Braun; R. Kordek; Roman Lowicki; K. Hotakainen; Paivi Vare; B. Pedersen; Karina Dalsgaard Sørensen; B. Ulhøi; P. Ruusuvuori; Brett Delahunt; H. Samaratunga; Toyonori Tsuzuki; E. Janssen; L. Egevad; Martin Eklund; Kimmo Kartasalo Department of Medical Epidemiology; Biostatistics; Karolinska Institutet; Stockholm; Sweden; Departmentof Pathology; St Hospital; Stavanger; Norway; F. O. Sciences; University of Stavanger; Department of Preventive Medicine; Surgery; Institute of Biomedicine; U. Turku; Turku; Finland; The General Practice; Care Coordination Research Group; Department of Environmental Health; Primary Care; Faculty of Veterinary Medicine; Universityof Bergen; Synlab; Madrid; Spain; Brescia; Italy; Chair of Oncology; Medical University of Lodz; Lodz; Poland; 1st Department of Urology; D. Chemistry; Hematology; U. Helsinki; Helsinki; Laboratory Services; Mehilainen Oy; Mehilainen Lansi-Pohja Hospital; Kemi; D. Radiology; Aarhus University Hospital; Aarhus; Denmark.; Department of Preventive Medicine; A. University; InFLAMES Research Flagship; H. Technology; Tampere University; Tampere; M. I. O. M. Research; Wellington; N. Zealand.; Department of Radiation Oncology; Pathology; Aquesta Uropathology; U. Queensland; Qld; Brisbane; Australia; Departmentof Pathology; School of Clinical Medicine; Aichi Medical University; Nagoya; Japan; D. Chemistry; Bioscience; Environmental Engineering; Institute for Biomedicine; Glycomics; Griffith University; Queensland; Department of Medical Epidemiology; SciLifeLab,2025.0,2025-02-28,,9,Semantic Scholar,"The role of artificial intelligence (AI) in pathology has evolved from aiding diagnostics to uncovering predictive morphological patterns in whole slide images (WSIs). Recently, foundation models (FMs) leveraging self-supervised pre-training have been widely advocated as a universal solution for diverse downstream tasks. However, open questions remain about their clinical applicability and generalization advantages over end-to-end learning using task-specific (TS) models. Here, we focused on AI with clinical-grade performance for prostate cancer diagnosis and Gleason grading. We present the largest validation of AI for this task, using over 100,000 core needle biopsies from 7,342 patients across 15 sites in 11 countries. We compared two FMs with a fully end-to-end TS model in a multiple instance learning framework. Our findings challenge assumptions that FMs universally outperform TS models. While FMs demonstrated utility in data-scarce scenarios, their performance converged with - and was in some cases surpassed by - TS models when sufficient labeled training data were available. Notably, extensive task-specific training markedly reduced clinically significant misgrading, misdiagnosis of challenging morphologies, and variability across different WSI scanners. Additionally, FMs used up to 35 times more energy than the TS model, raising concerns about their sustainability. Our results underscore that while FMs offer clear advantages for rapid prototyping and research, their role as a universal solution for clinically applicable medical AI remains uncertain. For high-stakes clinical applications, rigorous validation and consideration of task-specific training remain critically important. We advocate for integrating the strengths of FMs and end-to-end learning to achieve robust and resource-efficient AI pathology solutions fit for clinical use.",https://www.semanticscholar.org/paper/516d76eb4547667ff9191853afc407fedb0564e4,None
6bd34ef1cffd4f3ab2546a84c948a02305d5da4c,Protocol for a Delphi consensus process for PARticipatory Queer AI Research in Mental Health (PARQAIR-MH),D. Joyce; A. Kormilitzin; J. Hamer-Hunt; Kevin R. McKee; Nenad Tomasev,2023.0,2023-08-07,medRxiv,2,Semantic Scholar,"Introduction: For artificial intelligence (AI) to help improve mental health care, the design of data-driven technologies needs to be fair, safe, and inclusive. Participatory design can play a critical role in empowering marginalised communities to take an active role in constructing research agendas and outputs. Given the unmet needs of the LGBTQI+ community in mental health care, there is a pressing need for participatory research to include a range of diverse queer perspectives on issues of data collection and use (in routine clinical care as well as for research) as well as AI design. Here we propose a protocol for a Delphi consensus process for the development of PARticipatory Queer AI Research for Mental Health (PARQAIR-MH) practices, aimed at informing digital health practices and policy. Methods and Analysis: The development of PARQAIR-MH is comprised of four stages; In Stage 1, a review of recent literature and fact-finding consultation with stakeholder organisations will be conducted to define a terms-of-reference for Stage 2, the Delphi process. Our Delphi process consists of three rounds, where the first two rounds will iterate and identify items to be included in the final Delphi survey for consensus ratings. Stage 3 consists of consensus meetings to review and aggregate the Delphi survey responses leading to Stage 4 where we will produce a reusable toolkit to facilitate participatory development of future bespoke LGBTQI+ adapted data collection, harmonisation and use for data-driven AI applications specifically in mental health care settings. Ethics and Dissemination: The PARQAIR-MH aims to deliver a toolkit that will help to ensure that the specific needs of LGBTQI+ communities are accounted for in mental health applications of data-driven technologies. Participants in the Delphi process will be recruited by snowball and opportunistic sampling via professional networks and social media (but not by direct approach to healthcare service users, patients, specific clinical services or via clinicians' caseloads). Participants will not be required to share personal narratives and experiences of healthcare or treatment for any condition. Before agreeing to participate, people will be given information about the issues considered to be in-scope for the Delphi (e.g. developing best practices and methods for collecting and harmonizing sensitive characteristics data; developing guidelines for data use/re-use) alongside specific risks of unintended harm from participating that can be reasonably anticipated. Outputs from Stage 4 will be made available in open access peer-reviewed publications, blogs, social media and on a dedicated project website for future re-use.",https://www.semanticscholar.org/paper/6bd34ef1cffd4f3ab2546a84c948a02305d5da4c,None
aa877569c8ab3df4e35e861b19093134372568c1,Technological Innovations in Mental Health: Enhancing Access and Affordability for Improved Well-Being,Ayush Kumar Ojha,2023.0,2023-05-07,Journal of Mental Health Issues and Behavior,0,Semantic Scholar,"This research paper investigates the evolving landscape of mental health care, with a primary focus on the transformative impact of technology in improving accessibility and affordability. The current state of mental health services is characterized by significant challenges, including limited access, elevated costs, and persistent social stigma. Recognizing these barriers, our study systematically reviews the role of technology-driven interventions in reshaping mental health support structures. Through a meticulous exploration of telehealth platforms, mobile applications, and artificial intelligence, we assess the effectiveness of these innovations in overcoming geographical constraints, enhancing user engagement, and personalizing treatment plans. The methodology encompasses a comprehensive review of existing literature, case studies, and relevant datasets to provide an evidence-based analysis. The paper also scrutinizes ethical considerations tied to the integration of technology in mental health care, emphasizing privacy, confidentiality, and the promotion of equitable access. By addressing potential challenges and outlining future directions for research and development, we aim to guide policymakers, practitioners, and researchers toward optimizing the positive impact of technology in mental health care. The synthesis of our findings underscores the promising trajectory of technological innovations, paving the way for a more accessible, affordable, and inclusive mental health support ecosystem.",https://www.semanticscholar.org/paper/aa877569c8ab3df4e35e861b19093134372568c1,None
cee8aa1ea52664cded359a7effbd3f9642858f35,"Evaluating artificial intelligence bias in nephrology: the role of diversity, equity, and inclusion in AI-driven decision-making and ethical regulation",Suryanarayanan Balakrishnan; C. Thongprayoon; Wannasit Wathanavasin; Jing Miao; M. Mao; Iasmina M. Craici; W. Cheungpasitporn,2025.0,2025-05-27,Frontiers Artif. Intell.,1,Semantic Scholar,"Background The integration of Artificial Intelligence (AI) in nephrology has raised concerns regarding bias, fairness, and ethical decision-making, particularly in the context of Diversity, Equity, and Inclusion (DEI). AI-driven models, including Large Language Models (LLMs) like ChatGPT, may unintentionally reinforce existing disparities in patient care and workforce recruitment. This study investigates how AI models (ChatGPT 3.5 and 4.0) handle DEI-related ethical considerations in nephrology, highlighting the need for improved regulatory oversight to ensure equitable AI deployment. Methods The study was conducted in March 2024 using ChatGPT 3.5 and 4.0. Eighty simulated cases were developed to assess ChatGPT’s decision-making across diverse nephrology topics. ChatGPT was instructed to respond to questions considering factors such as age, sex, gender identity, race, ethnicity, religion, cultural beliefs, socioeconomic status, education level, family structure, employment, insurance, geographic location, disability, mental health, language proficiency, and technology access. Results ChatGPT 3.5 provided a response to all scenario questions and did not refuse to make decisions under any circumstances. This contradicts the essential DEI principle of avoiding decisions based on potentially discriminatory criteria. In contrast, ChatGPT 4.0 declined to make decisions based on potentially discriminatory criteria in 13 (16.3%) scenarios during the first round and in 5 (6.3%) during the second round. Conclusion While ChatGPT 4.0 shows improvement in ethical AI decision-making, its limited recognition of bias and DEI considerations underscores the need for robust AI regulatory frameworks in nephrology. AI governance must incorporate structured DEI guidelines, ongoing bias detection mechanisms, and ethical oversight to prevent AI-driven disparities in clinical practice and workforce recruitment. This study emphasizes the importance of transparency, fairness, and inclusivity in AI development, calling for collaborative efforts between AI developers, nephrologists, policymakers, and patient communities to ensure AI serves as an equitable tool in nephrology.",https://www.semanticscholar.org/paper/cee8aa1ea52664cded359a7effbd3f9642858f35,"ChatGPT, Large Language Model"
af28b7edd6ddc9cd8887dc40e0b337384f28229e,Study of Web Based Mental Health Applications,Arya Pawar; Sidharth Salian; Saad Shaikh; Sarib Siddiqui; Bharati Jadhav,2024.0,2024-11-15,International Research Journal on Advanced Engineering Hub (IRJAEH),1,Semantic Scholar,"This paper examines the role of artificial intelligence (AI) in mental health platforms, addressing the increasing demand for innovative solutions in mental healthcare. Traditional diagnostic methods are often subjective, and early detection of mental health disorders like depression, anxiety, and ADHD remains challenging. AI, through machine learning, natural language processing, and wearable sensor data, offers new opportunities for creating digital phenotypes and enhancing diagnostic accuracy. Studies show that AI-driven platforms can analyze large datasets from electronic health records and real-time monitoring tools, providing early warnings and personalized care. AI models have demonstrated promise in identifying patterns that predict mental health conditions, improving intervention timing and outcomes. While AI holds great potential for transforming mental healthcare, ethical considerations, such as data privacy, transparency, and the need for clinically validated tools, remain essential challenges. As AI continues to advance, integrating these technologies responsibly will be crucial for improving access, reliability, and personalization in mental health interventions.",https://www.semanticscholar.org/paper/af28b7edd6ddc9cd8887dc40e0b337384f28229e,None
0a32f3f88f4be0e31d93a21473b7eb2f437e8f24,Patients' and Health Care Professionals' Expectations of Virtual Therapeutic Agents in Outpatient Aftercare: Qualitative Survey Study.,Diana Immel; Bernhard Hilpert; Patricia Schwarz; Andreas Hein; Patrick Gebhard; Simon Barton; R. Hurlemann,2024.0,2024-04-15,JMIR Formative Research,1,Semantic Scholar,"BACKGROUND
Depression is a serious mental health condition that can have a profound impact on the individual experiencing the disorder and those providing care. While psychotherapy and medication can be effective, there are gaps in current approaches, particularly in outpatient care. This phase is often associated with a high risk of relapse and readmission, and patients often report a lack of support. Socially interactive agents represent an innovative approach to the provision of assistance. Often powered by artificial intelligence, these virtual agents can interact socially and elicit humanlike emotions. In health care, they are used as virtual therapeutic assistants to fill gaps in outpatient aftercare.


OBJECTIVE
We aimed to explore the expectations of patients with depression and health care professionals by conducting a qualitative survey. Our analysis focused on research questions related to the appearance and role of the assistant, the assistant-patient interaction (time of interaction, skills and abilities of the assistant, and modes of interaction) and the therapist-assistant interaction.


METHODS
A 2-part qualitative study was conducted to explore the perspectives of the 2 groups (patients and care providers). In the first step, care providers (n=30) were recruited during a regional offline meeting. After a short presentation, they were given a link and were asked to complete a semistructured web-based questionnaire. Next, patients (n=20) were recruited from a clinic and were interviewed in a semistructured face-to-face interview.


RESULTS
The survey findings suggested that the assistant should be a multimodal communicator (voice, facial expressions, and gestures) and counteract negative self-evaluation. Most participants preferred a female assistant or wanted the option to choose the gender. In total, 24 (80%) health care professionals wanted a selectable option, while patients exhibited a marked preference for a female or diverse assistant. Regrading patient-assistant interaction, the assistant was seen as a proactive recipient of information, and the patient as a passive one. Gaps in aftercare could be filled by the unlimited availability of the assistant. However, patients should retain their autonomy to avoid dependency. The monitoring of health status was viewed positively by both groups. A biofeedback function was desired to detect early warning signs of disease. When appropriate to the situation, a sense of humor in the assistant was desirable. The desired skills of the assistant can be summarized as providing structure and emotional support, especially warmth and competence to build trust. Consistency was important for the caregiver to appear authentic. Regarding the assistant-care provider interaction, 3 key areas were identified: objective patient status measurement, emergency suicide prevention, and an information tool and decision support system for health care professionals.


CONCLUSIONS
Overall, the survey conducted provides innovative guidelines for the development of virtual therapeutic assistants to fill the gaps in patient aftercare.",https://www.semanticscholar.org/paper/0a32f3f88f4be0e31d93a21473b7eb2f437e8f24,None
